city,date_scraped,manufacturer,name,price,product,short_description,state,store_address,store_name,webpage
Navojoa,2025-09-09,BLOCK ALMA,Block para Construcción,23.40,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,BLOCK ALMA,Block Cara Cortada,35.90,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,BLOCK ALMA,Adoquín Holandés,12.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,BLOCK ALMA,Adoquín Azteca,19.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,CEMEX,Cemento Campana 25 kg,179.50,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,CEMEX,Cemento Centenario 25 kg,177.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,CEMEX,Multiplast 40 kg,320.50,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,CEMEX,Cemento Antihumedad 25 kg,218.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,CEMEX,Mortero Campana 25 kg,155.50,Mortero,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,CEMEX,Mortero Centenario 25 kg,177.00,Mortero,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,CALIDRA,Cal Calidra 25 kg,148.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Niasa,Pegazulejo 20 kg,192.20,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Cemenquin,Pegazulejo MortarMas 20 kg,105.70,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Niasa,Pegazulejo C Pega 20 kg,139.40,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Niasa,Pegavitro 20 kg,283.80,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Niasa,Pegamármol 20 kg,177.60,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,DEACERO,Varilla Corrugada,137.50,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Yinsa,Morteto P/Enjarre Extra Fino 25kg,160.50,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Yinsa,Mortero P/Enjarre Fino 25kg,152.00,Mortero,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Mapco Materiales,Varilla Roscada,16.70,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Mapco Materiales,Armex,157.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Mapco Materiales,Alambre Recocido #16,28.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Mapco Materiales,Malla Electrosoldada 66-1010 2.5M X 40M,"2,188.00",,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Mapco Materiales,Alambron 1/4,23.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Yinsa,Yeso Mocuzari 25 kg,126.00,Yeso,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Panel Rey,Tablaroca 4x8 Lightrey 1/2 in,233.00,,,Sonora,,Navojoa,Mapco
Navojoa,2025-09-09,Mapco Materiales,Clavo con Cabeza,152.00,,,Sonora,,Navojoa,Mapco
Tlaquepaque,2025-09-09,UNIBLOCK,UNIMORTERO 25KG,112.0,,"Es un mortero base cemento que se utiliza para pegar block de concreto, ladrillo extruido y de milpa, tabique y tabicón; así como para aplanados, zarpeos-afines, enjarres, entortados y repellados para nivelar y proteger la superficie de muros en interiores y exteriores.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,CEMEX,MORTERO OPTIMO CEMEX 25KG,106.3,Mortero,"Cemento gris portland Tolteca Cemex, útil para la construcción, fabricado especialmente para reducir las grietas de las superficies hasta en un 80% y mejorar la integración de materiales. Su presentación es en bulto de 25 kg",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,UNIBLOCK,UNIBLOCK ULTRA AP 25 KG,186.0,,"Uniblock Ultra recubrimiento en polvo base cemento, su formulación permite maxima resistencia al agrietamiento, alta repelencia a la humedad y excelente adherencia sobre superficies lisas y porosas.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,SIKA,SELLADOR ELÁSTICO SIKA SIKAFLEX 1A GRIS 300 ML,254.0,,"Sellador elástico Sikaflex 1a gris 300 ml Sika, elaborado de poliuretano de un sólo componente, con alto desempeño para el sello de juntas arquitectónicas con fuertes movimientos. Tiene un rendimiento de 3 m lineales en juntas de 1 x 1 cm.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,UNIBLOCK,ARENA SÍLICA BEIGE 1.5 KG,48.0,,Arena sílica para construcción; fabricada especialmente para mezclarse con cemento. Cuenta con una presentación de bolsa con 1.5 kg de polvo fino color beige.,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,PERDURA,SLTK DESMOLD AE DESMOLDANTE TAMBO 200 LTS,6749.0,,"Desmoldante para cimbras base aceite emulsionado, tambo de 200 lts.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,NA,SELLADOR 5X1 GALÓN,369.0,,"Sellador 5x1 promotor de adherencia, utilizandolo como sellador primario, refuerza propiedades de morteros.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,UNIBLOCK,APLANADO BLANCO 25 KG,216.0,,"Aplanado Uniblock blanco reforzado para corregir desplomes de 1 a 4 cm, ideal para recubrir muros de block y concreto colado. Realiza el proceso de zarpeo (repello), afine y sellado en un solo paso.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,UNIBLOCK,MORTERO UNIBLOCK 2KG,37.0,Mortero,Mortero Uniblock para construcción; fabricado especialmente para todo tipo de acabados y reparaciones. Bolsa que contiene 2 kg.,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,CEMEX,MULTIPLAST RECUBRIMIENTO CEMEX 40 KG,257.25,,"Recubrimiento Multiplast blanco de 40 kg Cemex, brinda una cobertura de 16 m2 sobre concreto colado. Es un excelente sustituto de yeso y estuco para recubrir interiores y exteriores en muros cielos y perfiles.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,UNIBLOCK,CEMENTO BLANCO UNIBLOCK 1.5KG,45.0,,"Cemento Uniblock blanco es un material para construcción, fabricado especialmente para reparaciones en pisos y muros, cuenta con una presentación de bolsa con 1.5 kg de polvo fino.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,PERDURA,"SLTK MEMBRACURE MEMBRANA DE CURADO, TAMBO DE 200 LTS",4199.0,,Membracure es una emulsión blanca a base de parafina de apariencia lechosa que forma una membrana sobre elementos de concreto recientemente colados.,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,SIKA,CURADOR PARA CONCRETO Y MORTERO E DE 19 L,1254.0,Mortero,"Curador E de Sika para concreto y mortero con base agua, crea una película de baja permeabilidad evitando la pérdida prematura de humedad para permitir un completo curado del material. Su presentación es en cubeta de 19 L, color blanco.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,CEMEX,MORTERO OPTIMO CEMEX 2 KG,45.0,Mortero,"Cemento para albañilería Mortero Cemex, apto para trabajos y reparaciones pequeñas, Junta o pega bloques, tabiques, ladrillos, piedras y mampostería. Su presentación es de 2 kg.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,SIKA,ADITIVO MEJORADOR DE RESISTENCIA Y ADHERENCIAS PARA MORTEROS 1.2 L,219.0,,"Aditivo SikaLatex-N Sika de 1.2 L, emulsión sintética con base en resinas acrílicas que mejora la adherencia y resistencia del cemento, pinturas y yeso, brinda resistencia a ataques químicos y reduce la permeabilidad y contracción.&nbsp;",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,FANOSA,PLACA DE POLIESTIRENO MATE 3 X 122 X 244 CM,139.66,,"Placa de poliestireno Covintec, proporciona ligereza y practicidad durante la instalación y construcción de muros, se adapta fácilmente a la estructura o diseño deseado, está fabricada en material auto extinguible.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,THERMOTEK,SELLADOR THERMOTEK PRO PLATA 300 ML,77.0,,El Sellador Thermotek Pro es un resanador acrílico a base de resinas que actúa con excelentes propiedades de tensión y elongación que se expanden y contraen con el sustrato para mantener un sellado constante.,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,WARNER,CANTEADOR DE EXTREMO CURVO,129.0,,Bordeadora de extremo curvo con mango de plástico y goma.,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,SIKA,SELLADOR SIKA SIKASEAL-113 UNIVERSAL TRANSPARENTE 270 ML,84.0,,"Sellador SikaSeal-113 universal de 270 ml Sika, cuenta con tecnología híbrida CET de alto desempeño para el sello de juntas y uniones con movimiento moderado y normal. Se puede aplicar en interiores o exteriores, incluidas zonas húmedas.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,UNIBLOCK,COLOR PARA CEMENTO VERDE PRADERA 1 KG,109.0,,"Color en polvo verde pradera para cemento, con acabado mate de Uniblock. Fácil preparación, puede usarse en interior o exterior y simplifica los acabados de construcción.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Tlaquepaque,2025-09-09,SIKA,MORTERO CEMENTICIO/ACRÍLICO PARA REVESTIMIENTOS IMPERMEABLES BLANCO DE 16.3 KILOGRAMOS,1449.0,Mortero,"Mortero Cementico/Acrílico para Revestimientos Impermeables SikaTop-Seal 107 Blanco de 16.3 kilogramos, reforzado con fibras que brindan excelente adherencia en edificaciones de concreto, túneles, albercas, cimientos y más.",Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque,Home Depot
Guadalajara,2025-09-09,CEMEX,"Cemex, Impermeabilizante Blanco 5 años, Cubeta 19 Lt",1300.00,," Cemex, Impermeabilizante Blanco 5 años, Cubeta 19 Lt",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,CEMEX,"Cemex, Sellador Acrílico, Galón 3.8 Lt",212.00,," El sellador acrílico Cemex es la solución perfecta para proteger tus superficies en proyectos de construcción. Con una capacidad de 3.8 litros, este producto duradero y resistente es ideal para sellar grietas y prevenir filtraciones de agua. Prueba el sellador acrílico Cemex y garantiza la durabilidad de tus estructuras. Perfecto para impermeabilizantes acrílicos. ¡No te quedes sin él!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,CEMEX,"Cemex, Cemento Plástico, Galón 3.8 Lt",377.00,," El Cemento Plástico de Cemex en presentación de galón de 3 litros, es ideal para impermeabilizar tus proyectos de construcción. Con su fórmula acrílica de alta calidad, garantiza una impermeabilización duradera y resistente a la intemperie. Es el aliado perfecto para proteger tus estructuras de posibles filtraciones de agua. Encuentra este producto en nuestra sección de Impermeabilizantes y Accesorios de Materiales de Construcción.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,CEMEX,"Cemex, Impermeabilizante Blanco 5 años, Galón 3.8 Lt",290.00,," El Impermeabilizante Blanco de Cemex es la solución ideal para proteger tu hogar de filtraciones y humedad. Con una duración de hasta 5 años, este galón de 3.8 litros cuenta con una fórmula especializada que brinda máxima resistencia al agua. Mantén tus espacios secos y seguros con este impermeabilizante de calidad. ¡No pierdas más tiempo y protege tu hogar hoy mismo!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,CEMEX,"Cemex, Impermeabilizante Terracota 5 años, Cubeta 19 Lt",1300.00,," Protege tu hogar de la humedad con el impermeabilizante Terracota de Cemex. Con una duración de 5 años, esta cubeta de 19 Lt es perfecta para impermeabilizar techos y paredes. Ideal para la categoría de Materiales de Construcción y la subcategoría de Impermeabilizantes y Accesorios. No dejes que la lluvia afecte tu hogar, confía en la calidad de Cemex.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,CEMEX,"Cemex, Impermeabilizante Terracota 5 años, Galón 3.8 Lt",290.00,," Cemex, Impermeabilizante Terracota 5 años, Galón 3.8 Lt",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,YESERA MONTERREY,"Maximo, Yeso Para Construcción 40 Kg, Saco",124.00,Yeso," Diseñado para usarse en la construcción como recubrimiento o revestimiento de superficies, este tipo de yeso posee altas propiedades de dureza y resistencia.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,PANEL W,"Panel W, M Ps 2 Panel Blanco,Muro,5X5 2"", 1.22X2.44 m, Pieza",796.00,," El Panel W, M Ps 2 es perfecto para construir muros de mediana capacidad de carga en tu proyecto. Con medidas de 5X5 2"" y 1.22X2.44 m, este panel blanco es resistente a vientos moderados y sismos intensos. Ideal para construir hasta 2 niveles con seguridad y durabilidad. ¡No busques más, este panel es perfecto para ti!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Grava De 3/4, Saco",49.00,," La Grava de 3/4 es ideal para la construcción y remodelación de cualquier tipo de proyecto. Este saco de materiales de construcción está compuesto por triturados de alta calidad, que brindan resistencia y durabilidad. Además, junto con otros materiales como la arena y la piedra, podrás completar tu obra de manera eficiente y profesional. ¡No pierdas la oportunidad de adquirir este producto imprescindible para el sector de la construcción!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,PROMI,"Promi, Caolín 20 Kg, Saco",169.00,," El Promi Caolín es un material esencial para la construcción. Este saco de 20 Kg de caolín, ideal para mezclas de concreto y mortero, te garantiza una alta calidad y resistencia en tus proyectos. Utilízalo en la categoría de materiales de construcción y subcategoría de triturados, arena, grava y piedra para obtener los mejores resultados en tus obras. ¡No pierdas la oportunidad de adquirir este producto imprescindible para tus proyectos de construcción!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Tepetate 6 m3, Viaje",2205.00,," Se utiliza en construcción como material de relleno en la cimentación y colocación de pisos, muros y techos.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Arena Amarilla 6 m3, Viaje",2079.00,," La Arena Amarilla 6 m3, Viaje es perfecta para tus proyectos de construcción. Esta arena fina clasificada te brinda la trabajabilidad ideal para mezclas de concreto y mortero de mampostería. Con su calidad y cantidad, podrás conseguir resultados duraderos y de alta calidad en tus obras. ¡No pierdas la oportunidad de adquirir este producto imprescindible para cualquier proyecto de construcción!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Viaje 6 Metros Cúbicos De Jal, Viaje",3070.00,," El Viaje de 6 Metros Cúbicos de Jal es ideal para la elaboración de morteros y hormigones con áridos ligeros, brindando excelentes propiedades térmicas y acústicas. Con este producto podrás mejorar las condiciones de construcción de tus proyectos. ¡No pierdas la oportunidad de adquirirlo en nuestra tienda en línea de materiales de construcción!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Viaje 6 Metros Cúbicos De Grava, Viaje",3134.00,," Añade un toque de elegancia a tu proyecto de construcción con el Viaje 6 Metros Cúbicos de Grava. Esta grava está clasificada como un material de construcción en la categoría de Triturados, Arena, Grava y Piedra. Perfecta para patios, caminos o áreas de jardín, esta grava de alta calidad agregará belleza y durabilidad a cualquier proyecto. No esperes más y obtén el viaje de materiales de construcción que necesitas para completar tu proyecto con éxito.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Ladrillo Azotea 17X17 cm, Pieza",4.00,, Se utiliza para construir muros o tabiques.,Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Ladrillo Azotea Acatic 16 X 16 cm Pza, Pieza",4.00,, Ladrillo azotea acatic 16 x 16 cm,Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,NIXTACAL,"Nixtacal, Hidroxido De Calcio 25 Kg, Saco",179.00,," Nixtacal, Hidroxido De Calcio 25 Kg, Saco",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Block 12-20-40, Pieza",18.00,," El Block 12-20-40 está diseñado para ofrecer resistencia y durabilidad en construcciones de mampostería. Su forma de prisma recto y los huecos verticales permiten una fácil instalación y refuerzo, proporcionando seguridad y estabilidad en tu obra. Ideal para proyectos residenciales, comerciales e industriales. Adquiere ahora este bloque de concreto vibrocomprimido y construye con calidad.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Block Hueco 15X20X40, Pieza",19.00,," El Block Hueco 15X20X40 es una pieza indispensable en cualquier proyecto de construcción. Fabricado en concreto, ofrece durabilidad y resistencia, garantizando una construcción sólida y segura. Su diseño con 2 hoyos hace que sea más ligero y fácil de manejar, agilizando su colocación y optimizando el tiempo de trabajo.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,SAINT-GOBAIN,"Gyproc, Yeso Unibásico Verde 40 Kg, Saco",150.00,Yeso," Gyproc, Yeso Unibásico Verde 40 Kg, Saco",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Tubo Carton Para Cimbra 30 cm, Pieza",508.00,," El Tubo Cartón para Cimbra de 30 cm es una pieza imprescindible en cualquier proyecto de construcción. Fabricado con materiales duraderos y resistentes, este tubo garantiza la estabilidad y seguridad en la cimentación de estructuras. Ideal para su uso en sistemas de construcción ligera, este tubo para cimbra es fácil de manipular y transportar. Potencia la eficiencia en tus proyectos de construcción con este práctico y confiable tubo de cartón.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Tubo Carton Para Cimbra 25 cm, Pieza",379.00,," El tubo cartón para cimbra de 25 cm es el aliado perfecto para tus proyectos de construcción ligera. Fabricado con materiales de alta calidad, este tubo es resistente y duradero, garantizando un excelente desempeño en la obra. Además, su diseño y tamaño lo hacen ideal para utilizarlo en sistemas de construcción ligera. ¡No dudes en adquirirlo para agilizar tus trabajos de cimbra!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Tubo Carton Para Cimbra 20 cm, Pieza",245.00,," El Tubo Carton Para Cimbra de 20 cm es la solución perfecta para sistemas de construcción ligera. Fabricado con materiales de alta calidad, este tubo ofrece resistencia y durabilidad, garantizando un soporte sólido para la cimbra. Con una medida de 20 cm, este tubo es ideal para proyectos de construcción de tamaño mediano. Mejora la eficiencia y la seguridad en tus obras con este producto de calidad. ¡Añade estos tubos a tu carrito y comienza a construir de manera profesional!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,USG,"USG TABLAROCA®, Cinta De Refuerzo Para Juntas PERFACINTA® 5CM X 75M, Pieza",88.00,," La cinta de refuerzo para juntas USG TABLAROCA® PERFACINTA® es la solución perfecta para obtener acabados resistentes y duraderos en tus proyectos de construcción. Con medidas de 5 cm x 75 m, esta pieza ofrece una adhesión óptima, evitando fisuras y grietas en las uniones. ¡Haz de tus trabajos de construcción un éxito con esta cinta de calidad comprobada!",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,USG,"USG REDIMIX®, Compuesto Multiusos 6 Kg, Cubeta",187.00,," El USG REDIMIX® es un compuesto multiusos ideal para tus proyectos de construcción ligera. Con una presentación en cubeta de 6 Kg, es perfecto para complementar la instalación de diferentes materiales y garantizar resultados duraderos y de calidad. Añade este versátil producto a tu carrito de compras y simplifica tus labores de construcción.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,ESTRUBLOCK,"Bovedilla De Concreto Solido 10X20X1.00M, Pieza",45.00,," Nuestra Bovedilla De Concreto Solido 10X20X1.00M es perfecta para la fabricación de techos. Con su diseño estructural, puede soportar cargas y lograr un techo monolítico con una sola capa de hormigón. Añade resistencia y durabilidad a tu construcción con este producto de alta calidad.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Saco De Jal, Saco",37.00,, Agregado utilizado en construcción para relleno y nivelación de terrenos ya que contiene una característica que predomina en facilidad de manejo y fácil compactación.,Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Saco De Grava, Saco",46.00,," El Saco de Grava es un material indispensable en la construcción de todo tipo de obras, desde infraestructuras hasta viviendas. Este agregado grueso es perfecto para ser utilizado en concretos estructurales, aportando resistencia y durabilidad. No te quedes sin este elemento fundamental para tus proyectos de construcción.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Saco De Arena De Rio Sin Cernir, Saco",36.00,," El Saco de Arena de Río sin Cernir es el material ideal para tus proyectos de construcción. Perfecto para la elaboración de concreto y morteros, su grano grueso garantiza una consistencia más espesa y duradera del concreto. Asegura la calidad de tus obras con este saco de arena de la mejor calidad.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Saco De Arena De Rio Cernida, Saco",39.00,," Nuestro Saco de Arena de Río Cernida es el complemento perfecto para tus proyectos de construcción. Con su grano grueso, este agregado asegura una consistencia espesa en concretos y morteros, garantizando un resultado duradero y resistente. No pierdas la oportunidad de agregar calidad a tus obras con nuestro saco de arena de río cernida.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Ladrillo Lama Para Boveda 5 X 10 X 20 cm, Pieza",4.00,, Ladrillo lama para boveda 5 x 10 x 20cm,Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Ladrillo Adobon 6 X 12 X 25 cm, Pieza",5.00,, Ladrillo adobon 6 x 12 x 25cm,Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,CALIDRA,"Incalpa, Cal 25 Kg, Saco",89.00,, Químico natural indispensable en la preparación de morteros para albañilería su uso en la construcción va desde el desarrollo de cimientos paredes de ladrillo y block aplanados de muros interiores y exteriores así como en construcción de pisos y techos. Características generales: impermeabilizante: por sus propiedades de absorción y retención de aguapinturas: agregando colorantes para concreto retarda el fraguado inicial.,Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Block Solido De Concreto 11X14X28 cm, Pieza",7.00,," El bloque de concreto es una pieza prefabricada (vibrocomprimido) con forma de prisma recto y con uno o más huecos verticales para su utilización en sistemas de mampostería simples o estructurales, esto debido a la posibilidad de reforzar las piezas vertical y horizontalmente.",Jalisco,,guadalajara,Construrama
Guadalajara,2025-09-09,GENÉRICO,"Block Hueco De Concreto 20X20X40 cm, Pieza",25.00,, Pieza prefabricada (vibrocomprimido) con forma de prisma recto y con uno o más huecos verticales para su utilización en sistemas de mampostería simples o estructurales esto debido a la posibilidad de reforzar las piezas vertical y horizontalmente.,Jalisco,,guadalajara,Construrama
Guasave,2025-09-09,CEMEX,"Cemex, Impermeabilizante Blanco 5 años, Cubeta 19 Lt",1427.00,," Cemex, Impermeabilizante Blanco 5 años, Cubeta 19 Lt",Sinaloa,,guasave,Construrama
Guasave,2025-09-09,CEMEX,"Cemex, Sellador Acrílico, Galón 3.8 Lt",275.00,," El sellador acrílico Cemex es la solución perfecta para proteger tus superficies en proyectos de construcción. Con una capacidad de 3.8 litros, este producto duradero y resistente es ideal para sellar grietas y prevenir filtraciones de agua. Prueba el sellador acrílico Cemex y garantiza la durabilidad de tus estructuras. Perfecto para impermeabilizantes acrílicos. ¡No te quedes sin él!",Sinaloa,,guasave,Construrama
Guasave,2025-09-09,CEMEX,"Cemex, Cemento Plástico, Galón 3.8 Lt",405.00,," El Cemento Plástico de Cemex en presentación de galón de 3 litros, es ideal para impermeabilizar tus proyectos de construcción. Con su fórmula acrílica de alta calidad, garantiza una impermeabilización duradera y resistente a la intemperie. Es el aliado perfecto para proteger tus estructuras de posibles filtraciones de agua. Encuentra este producto en nuestra sección de Impermeabilizantes y Accesorios de Materiales de Construcción.",Sinaloa,,guasave,Construrama
Guasave,2025-09-09,CEMEX,"Cemex, Impermeabilizante Blanco 5 años, Galón 3.8 Lt",439.00,," El Impermeabilizante Blanco de Cemex es la solución ideal para proteger tu hogar de filtraciones y humedad. Con una duración de hasta 5 años, este galón de 3.8 litros cuenta con una fórmula especializada que brinda máxima resistencia al agua. Mantén tus espacios secos y seguros con este impermeabilizante de calidad. ¡No pierdas más tiempo y protege tu hogar hoy mismo!",Sinaloa,,guasave,Construrama
Guasave,2025-09-09,CEMEX,"Cemex, Impermeabilizante Terracota 5 años, Cubeta 19 Lt",1427.00,," Protege tu hogar de la humedad con el impermeabilizante Terracota de Cemex. Con una duración de 5 años, esta cubeta de 19 Lt es perfecta para impermeabilizar techos y paredes. Ideal para la categoría de Materiales de Construcción y la subcategoría de Impermeabilizantes y Accesorios. No dejes que la lluvia afecte tu hogar, confía en la calidad de Cemex.",Sinaloa,,guasave,Construrama
Guasave,2025-09-09,CEMEX,"Cemex, Impermeabilizante Terracota 5 años, Galón 3.8 Lt",439.00,," Cemex, Impermeabilizante Terracota 5 años, Galón 3.8 Lt",Sinaloa,,guasave,Construrama
Guasave,2025-09-09,GENÉRICO,"Medio Block Concreto 20-20-20, Pieza",23.00,," El Medio Block Concreto 20-20-20 es una pieza esencial para la construcción. Fabricado con concreto resistente, este block cuenta con unas medidas de 20 cm de largo, 20 cm de ancho y 20 cm de alto. Su diseño versátil y duradero lo convierte en la opción ideal para tus proyectos de construcción. ¡No esperes más y adquiere el Medio Block Concreto 20-20-20 para hacer realidad tus ideas!",Sinaloa,,guasave,Construrama
